state,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy,vehicle_class,vehicle_size
Nevada,Basic,College,2011-02-11,Unemployed,F,Suburban,Single,Corporate L2,Two-Door Car,Medsize
Washington,Basic,Doctor,2011-01-18,Unemployed,F,Suburban,Married,Corporate L3,SUV,Medsize
Oregon,Basic,High School or Below,2011-01-22,Unemployed,F,Suburban,Single,Personal L3,SUV,Medsize
Washington,Extended,College,2011-02-15,Employed,F,Urban,Married,Corporate L2,Two-Door Car,Small
Oregon,Basic,High School or Below,2011-01-05,Employed,F,Rural,Married,Corporate L3,Two-Door Car,Medsize
Arizona,Basic,Bachelor,2011-02-01,Unemployed,F,Suburban,Single,Personal L3,Four-Door Car,Small
Oregon,Basic,High School or Below,2011-02-10,Employed,F,Suburban,Single,Personal L3,Two-Door Car,Small
Oregon,Basic,High School or Below,2011-02-03,Employed,F,Urban,Single,Personal L3,SUV,Small
California,Basic,Master,2011-02-08,Unemployed,M,Suburban,Married,Corporate L2,Sports Car,Medsize
Washington,Basic,High School or Below,2011-02-07,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Large
Oregon,Basic,College,2011-01-08,Employed,M,Rural,Married,Personal L2,Sports Car,Medsize
Nevada,Basic,High School or Below,2011-02-24,Unemployed,M,Suburban,Single,Corporate L2,Four-Door Car,Medsize
California,Extended,Doctor,2011-01-25,Employed,M,Suburban,Married,Personal L3,SUV,Medsize
Arizona,Basic,Bachelor,2011-02-08,Employed,M,Urban,Married,Personal L3,Sports Car,Small
Washington,Extended,College,2011-01-04,Employed,F,Suburban,Married,Special L1,Four-Door Car,Medsize
Nevada,Basic,Master,2011-02-10,Employed,M,Rural,Single,Personal L1,SUV,Medsize
Oregon,Basic,Bachelor,2011-01-21,Employed,F,Rural,Single,Personal L2,Four-Door Car,Medsize
Arizona,Basic,High School or Below,2011-01-17,Employed,F,Urban,Married,Personal L2,SUV,Medsize
Arizona,Basic,College,2011-01-13,Other,M,Suburban,Single,Personal L2,SUV,Small
Oregon,Basic,High School or Below,2011-02-23,Other,F,Suburban,Married,Personal L1,Four-Door Car,Small
Washington,Premium,High School or Below,2011-02-07,Employed,M,Suburban,Married,Corporate L3,Two-Door Car,Small
California,Extended,College,2011-01-07,Employed,M,Rural,Married,Corporate L2,Sports Car,Medsize
California,Basic,High School or Below,2011-01-08,Employed,F,Suburban,Married,Personal L1,Four-Door Car,Small
California,Extended,College,2011-02-23,Other,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
California,Basic,Bachelor,2011-02-06,Employed,M,Suburban,Single,Personal L3,Four-Door Car,Small
Nevada,Extended,Bachelor,2011-02-17,Employed,F,Suburban,Married,Personal L2,SUV,Medsize
Oregon,Premium,Master,2011-01-10,Unemployed,F,Urban,Married,Personal L3,Four-Door Car,Medsize
Arizona,Basic,College,2011-02-25,Employed,M,Suburban,Divorced,Corporate L2,Two-Door Car,Medsize
Oregon,Basic,Bachelor,2011-01-26,Other,F,Suburban,Married,Personal L2,Four-Door Car,Medsize
Arizona,Basic,Master,2011-01-30,Unemployed,M,Suburban,Divorced,Personal L1,Four-Door Car,Small
Arizona,Basic,College,2011-01-03,Employed,F,Suburban,Married,Personal L2,Luxury,Medsize
Arizona,Basic,Master,2011-02-27,Employed,F,Rural,Single,Corporate L2,Two-Door Car,Medsize
California,Basic,Bachelor,2011-02-07,Other,M,Suburban,Single,Personal L3,Two-Door Car,Medsize
Washington,Extended,College,2011-02-14,Employed,F,Urban,Married,Personal L3,Four-Door Car,Medsize
Arizona,Extended,Doctor,2011-02-28,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-02-22,Employed,M,Rural,Married,Personal L2,Two-Door Car,Medsize
California,Premium,Bachelor,2011-02-01,Employed,M,Urban,Married,Corporate L2,Two-Door Car,Medsize
Oregon,Basic,High School or Below,2011-02-26,Employed,F,Suburban,Divorced,Personal L3,Four-Door Car,Small
Oregon,Basic,High School or Below,2011-02-10,Unemployed,F,Suburban,Single,Personal L3,Four-Door Car,Small
Oregon,Basic,High School or Below,2011-01-25,Unemployed,F,Suburban,Single,Corporate L3,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-01-23,Employed,F,Urban,Single,Personal L2,Four-Door Car,Medsize
Nevada,Extended,College,2011-02-26,Employed,M,Urban,Single,Personal L3,Four-Door Car,Medsize
Washington,Basic,Master,2011-01-14,Employed,M,Rural,Single,Personal L2,Four-Door Car,Large
Arizona,Basic,Bachelor,2011-02-19,Employed,M,Urban,Married,Personal L3,Four-Door Car,Medsize
California,Basic,High School or Below,2011-01-18,Unemployed,F,Suburban,Single,Personal L3,Four-Door Car,Small
Arizona,Basic,College,2011-01-14,Employed,F,Suburban,Divorced,Corporate L3,Four-Door Car,Medsize
Oregon,Basic,Master,2011-01-03,Employed,F,Rural,Married,Personal L2,Four-Door Car,Large
Washington,Basic,High School or Below,2011-02-07,Employed,M,Rural,Married,Personal L3,SUV,Medsize
Oregon,Basic,Bachelor,2011-01-12,Other,F,Rural,Married,Personal L2,Two-Door Car,Medsize
Arizona,Basic,College,2011-02-07,Employed,M,Urban,Married,Corporate L3,Sports Car,Medsize
Oregon,Basic,College,2011-02-06,Employed,F,Suburban,Married,Personal L3,SUV,Small
California,Basic,College,2011-01-05,Employed,M,Urban,Single,Corporate L2,Four-Door Car,Medsize
Oregon,Basic,College,2011-02-23,Unemployed,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
Arizona,Basic,High School or Below,2011-02-23,Other,F,Suburban,Married,Corporate L3,SUV,Small
Oregon,Premium,College,2011-01-05,Employed,F,Urban,Married,Personal L3,SUV,Medsize
California,Basic,Bachelor,2011-02-19,Unemployed,M,Suburban,Single,Personal L3,Sports Car,Medsize
Arizona,Basic,Bachelor,2011-01-23,Employed,M,Rural,Divorced,Corporate L1,Four-Door Car,Medsize
Arizona,Extended,Master,2011-01-10,Employed,F,Rural,Married,Personal L2,Four-Door Car,Large
Nevada,Extended,College,2011-01-13,Unemployed,M,Suburban,Single,Corporate L3,Four-Door Car,Small
Oregon,Premium,College,2011-01-20,Employed,F,Suburban,Married,Personal L3,SUV,Medsize
Arizona,Basic,College,2011-01-29,Employed,M,Suburban,Married,Personal L3,Four-Door Car,Medsize
Oregon,Extended,College,2011-02-26,Unemployed,F,Suburban,Married,Personal L2,Four-Door Car,Large
Oregon,Basic,High School or Below,2011-01-18,Employed,F,Suburban,Married,Corporate L3,Two-Door Car,Small
California,Extended,Bachelor,2011-01-31,Employed,F,Urban,Single,Personal L2,Two-Door Car,Medsize
California,Extended,Doctor,2011-01-10,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Small
California,Extended,Bachelor,2011-02-28,Employed,F,Suburban,Married,Corporate L2,Four-Door Car,Small
California,Basic,High School or Below,2011-02-22,Unemployed,M,Suburban,Single,Personal L3,Four-Door Car,Large
Arizona,Extended,Bachelor,2011-01-21,Employed,F,Urban,Married,Personal L3,Four-Door Car,Medsize
Washington,Basic,Bachelor,2011-01-25,Other,M,Suburban,Married,Personal L2,Four-Door Car,Medsize
California,Extended,College,2011-01-06,Employed,M,Suburban,Married,Personal L3,Four-Door Car,Medsize
Arizona,Basic,Bachelor,2011-02-03,Employed,F,Urban,Single,Personal L3,SUV,Medsize
Oregon,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Married,Corporate L1,Four-Door Car,Small
Oregon,Basic,College,2011-01-31,Unemployed,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
Nevada,Basic,Bachelor,2011-02-09,Other,M,Suburban,Single,Personal L2,Four-Door Car,Medsize
California,Basic,College,2011-01-31,Employed,M,Urban,Married,Personal L3,Two-Door Car,Medsize
Oregon,Basic,High School or Below,2011-01-27,Unemployed,F,Suburban,Single,Personal L3,SUV,Small
California,Basic,High School or Below,2011-02-11,Employed,M,Rural,Married,Personal L3,Four-Door Car,Large
Arizona,Basic,High School or Below,2011-02-18,Unemployed,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
Nevada,Basic,College,2011-01-23,Employed,F,Suburban,Married,Personal L2,Two-Door Car,Medsize
Oregon,Extended,College,2011-01-18,Employed,M,Suburban,Single,Personal L2,Two-Door Car,Medsize
Arizona,Premium,Bachelor,2011-02-11,Unemployed,M,Suburban,Single,Personal L3,Two-Door Car,Large
Oregon,Basic,Doctor,2011-01-23,Employed,F,Rural,Single,Personal L1,Four-Door Car,Small
Arizona,Basic,Bachelor,2011-01-29,Unemployed,F,Rural,Married,Personal L1,Four-Door Car,Medsize
Nevada,Basic,Bachelor,2011-02-22,Other,F,Suburban,Married,Personal L3,Luxury,Medsize
Oregon,Basic,Bachelor,2011-01-30,Employed,F,Urban,Married,Personal L2,Four-Door Car,Medsize
California,Premium,High School or Below,2011-01-31,Employed,F,Suburban,Divorced,Personal L3,Four-Door Car,Medsize
Arizona,Extended,Bachelor,2011-02-02,Unemployed,F,Suburban,Single,Personal L3,Four-Door Car,Medsize
Arizona,Extended,Bachelor,2011-02-04,Unemployed,F,Suburban,Single,Special L1,Four-Door Car,Small
Washington,Extended,High School or Below,2011-01-26,Unemployed,M,Suburban,Married,Corporate L1,SUV,Medsize
California,Basic,High School or Below,2011-01-13,Unemployed,M,Suburban,Single,Corporate L3,Four-Door Car,Small
California,Premium,College,2011-01-25,Other,M,Suburban,Married,Special L2,Four-Door Car,Small
Oregon,Extended,Master,2011-02-26,Employed,M,Rural,Married,Corporate L2,Four-Door Car,Medsize
Oregon,Basic,High School or Below,2011-01-10,Unemployed,F,Suburban,Single,Personal L3,SUV,Medsize
Nevada,Basic,Master,2011-02-21,Employed,M,Urban,Married,Personal L2,Sports Car,Medsize
Arizona,Basic,College,2011-02-01,Employed,M,Rural,Married,Personal L1,Sports Car,Small
California,Basic,High School or Below,2011-01-13,Employed,F,Suburban,Single,Personal L3,Four-Door Car,Small
California,Basic,Bachelor,2011-01-20,Employed,M,Rural,Married,Personal L2,Four-Door Car,Medsize
Arizona,Basic,High School or Below,2011-01-18,Unemployed,M,Suburban,Married,Corporate L3,Four-Door Car,Medsize
Arizona,Basic,College,2011-02-21,Employed,F,Urban,Married,Personal L3,Luxury,Small
Oregon,Extended,Bachelor,2011-02-27,Other,F,Suburban,Single,Personal L3,SUV,Medsize
Arizona,Extended,Bachelor,2011-01-27,Unemployed,M,Suburban,Married,Personal L2,Four-Door Car,Small
California,Basic,Bachelor,2011-01-01,Employed,F,Urban,Single,Corporate L3,Four-Door Car,Medsize
California,Basic,High School or Below,2011-01-23,Other,M,Suburban,Divorced,Personal L3,Four-Door Car,Small
Nevada,Basic,College,2011-01-23,Employed,F,Rural,Divorced,Personal L3,Sports Car,Medsize
Washington,Premium,Master,2011-02-11,Employed,M,Suburban,Divorced,Corporate L1,Four-Door Car,Small
California,Basic,College,2011-01-21,Employed,M,Suburban,Married,Personal L3,SUV,Small
California,Premium,College,2011-01-25,Employed,M,Urban,Married,Personal L1,Two-Door Car,Medsize
Oregon,Basic,High School or Below,2011-02-16,Employed,M,Suburban,Divorced,Personal L3,Two-Door Car,Medsize
California,Premium,College,2011-01-11,Unemployed,F,Urban,Divorced,Personal L2,Four-Door Car,Large
Oregon,Extended,High School or Below,2011-01-03,Employed,M,Rural,Divorced,Personal L3,Two-Door Car,Large
Nevada,Basic,College,2011-02-10,Employed,F,Rural,Married,Corporate L3,SUV,Large
Oregon,Basic,Doctor,2011-02-19,Employed,M,Urban,Single,Personal L3,Two-Door Car,Medsize
Oregon,Basic,High School or Below,2011-02-04,Employed,F,Suburban,Divorced,Corporate L2,Two-Door Car,Medsize
Nevada,Basic,Bachelor,2011-01-31,Employed,M,Suburban,Married,Corporate L3,SUV,Medsize
California,Basic,High School or Below,2011-02-12,Employed,M,Suburban,Married,Personal L2,Four-Door Car,Medsize
Arizona,Basic,High School or Below,2011-01-15,Employed,F,Suburban,Single,Personal L3,SUV,Medsize
Arizona,Basic,Bachelor,2011-01-07,Unemployed,M,Suburban,Single,Corporate L3,SUV,Medsize
California,Extended,College,2011-01-17,Other,M,Suburban,Married,Special L1,Two-Door Car,Large
Oregon,Basic,College,2011-02-25,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Medsize
California,Basic,Master,2011-02-06,Employed,F,Rural,Married,Personal L3,Four-Door Car,Medsize
California,Basic,College,2011-01-07,Unemployed,M,Suburban,Single,Corporate L1,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-01-31,Employed,F,Rural,Single,Personal L2,Two-Door Car,Medsize
Oregon,Basic,Bachelor,2011-02-02,Unemployed,M,Suburban,Single,Personal L3,SUV,Medsize
California,Extended,High School or Below,2011-01-14,Employed,M,Rural,Married,Special L2,Four-Door Car,Large
Arizona,Basic,Bachelor,2011-02-07,Employed,F,Rural,Married,Personal L3,Four-Door Car,Medsize
California,Basic,Bachelor,2011-02-12,Unemployed,F,Suburban,Married,Personal L1,Two-Door Car,Small
Oregon,Premium,College,2011-01-25,Employed,F,Suburban,Married,Corporate L3,Two-Door Car,Medsize
California,Extended,High School or Below,2011-01-15,Employed,F,Suburban,Married,Personal L3,Two-Door Car,Large
Oregon,Basic,College,2011-02-23,Employed,F,Suburban,Married,Personal L3,Two-Door Car,Small
Washington,Extended,High School or Below,2011-02-28,Unemployed,F,Urban,Married,Personal L3,Two-Door Car,Medsize
Oregon,Extended,Doctor,2011-01-08,Unemployed,F,Suburban,Married,Personal L3,Two-Door Car,Medsize
Arizona,Extended,College,2011-02-28,Unemployed,F,Suburban,Single,Personal L2,Two-Door Car,Medsize
Arizona,Extended,High School or Below,2011-01-25,Employed,F,Urban,Married,Personal L2,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-01-31,Employed,M,Rural,Married,Personal L1,Four-Door Car,Medsize
California,Extended,High School or Below,2011-02-20,Employed,M,Rural,Divorced,Corporate L1,Four-Door Car,Medsize
Arizona,Basic,College,2011-02-05,Employed,F,Rural,Single,Personal L3,SUV,Medsize
Oregon,Basic,High School or Below,2011-01-18,Unemployed,M,Suburban,Single,Personal L3,Two-Door Car,Medsize
California,Basic,Bachelor,2011-01-26,Unemployed,M,Suburban,Single,Corporate L2,SUV,Medsize
Arizona,Basic,College,2011-02-20,Employed,M,Suburban,Married,Personal L2,SUV,Medsize
Arizona,Extended,High School or Below,2011-01-22,Unemployed,M,Suburban,Single,Corporate L3,Four-Door Car,Large
Arizona,Basic,Bachelor,2011-02-21,Employed,M,Suburban,Married,Corporate L3,SUV,Medsize
Arizona,Basic,Master,2011-01-18,Employed,M,Suburban,Married,Corporate L2,Four-Door Car,Medsize
Arizona,Basic,College,2011-02-02,Employed,M,Rural,Single,Personal L2,Four-Door Car,Medsize
Oregon,Extended,High School or Below,2011-01-30,Other,F,Suburban,Married,Corporate L1,SUV,Large
Nevada,Premium,College,2011-02-12,Employed,M,Rural,Married,Corporate L3,Four-Door Car,Large
California,Basic,Bachelor,2011-01-26,Employed,F,Urban,Married,Personal L1,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-02-12,Employed,F,Urban,Married,Corporate L3,Sports Car,Medsize
Oregon,Basic,Bachelor,2011-02-16,Employed,M,Urban,Single,Personal L3,Two-Door Car,Medsize
Oregon,Extended,Bachelor,2011-02-15,Employed,M,Suburban,Single,Personal L2,SUV,Medsize
Oregon,Basic,Bachelor,2011-02-15,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Medsize
Arizona,Premium,Bachelor,2011-02-12,Employed,M,Suburban,Divorced,Personal L1,Four-Door Car,Medsize
Washington,Basic,Bachelor,2011-02-26,Employed,M,Urban,Married,Personal L3,Four-Door Car,Medsize
Arizona,Extended,High School or Below,2011-01-08,Unemployed,F,Suburban,Single,Personal L2,Four-Door Car,Small
California,Premium,Bachelor,2011-01-02,Employed,M,Rural,Married,Personal L3,SUV,Medsize
Oregon,Basic,Bachelor,2011-01-02,Employed,M,Suburban,Single,Personal L2,Four-Door Car,Medsize
Nevada,Extended,Bachelor,2011-02-23,Unemployed,F,Rural,Married,Personal L3,SUV,Medsize
California,Basic,Doctor,2011-01-27,Other,F,Suburban,Divorced,Personal L1,Two-Door Car,Medsize
Oregon,Basic,High School or Below,2011-01-22,Employed,F,Suburban,Divorced,Personal L3,SUV,Medsize
Washington,Basic,Master,2011-01-01,Employed,F,Rural,Married,Special L3,Two-Door Car,Medsize
California,Basic,Bachelor,2011-02-20,Employed,M,Rural,Divorced,Personal L3,Two-Door Car,Medsize
Arizona,Extended,College,2011-02-12,Employed,M,Suburban,Married,Personal L2,Four-Door Car,Medsize
Oregon,Extended,High School or Below,2011-02-13,Employed,M,Urban,Single,Personal L3,Four-Door Car,Large
Oregon,Extended,High School or Below,2011-01-04,Unemployed,F,Rural,Single,Personal L2,Four-Door Car,Large
Arizona,Extended,Bachelor,2011-02-15,Employed,F,Rural,Married,Personal L3,Four-Door Car,Medsize
California,Extended,College,2011-01-29,Unemployed,M,Urban,Married,Personal L3,Four-Door Car,Medsize
Arizona,Basic,Doctor,2011-01-20,Other,F,Rural,Married,Personal L2,Two-Door Car,Medsize
Oregon,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Married,Corporate L2,Two-Door Car,Medsize
California,Basic,High School or Below,2011-01-31,Employed,F,Urban,Single,Personal L1,Two-Door Car,Medsize
Arizona,Extended,Bachelor,2011-01-10,Unemployed,M,Suburban,Single,Personal L3,SUV,Medsize
Oregon,Premium,Master,2011-01-26,Employed,F,Suburban,Married,Personal L2,Sports Car,Large
Arizona,Extended,High School or Below,2011-01-22,Employed,M,Suburban,Married,Personal L2,Four-Door Car,Small
California,Extended,College,2011-02-10,Employed,M,Suburban,Married,Personal L3,SUV,Medsize
Oregon,Basic,High School or Below,2011-01-26,Employed,F,Rural,Married,Personal L3,Four-Door Car,Medsize
Oregon,Basic,High School or Below,2011-01-04,Employed,F,Suburban,Divorced,Corporate L2,Four-Door Car,Medsize
California,Basic,Bachelor,2011-01-03,Other,F,Suburban,Married,Corporate L2,Four-Door Car,Medsize
Oregon,Extended,College,2011-01-18,Unemployed,M,Suburban,Single,Personal L3,Two-Door Car,Large
Arizona,Basic,High School or Below,2011-02-21,Unemployed,M,Suburban,Single,Personal L3,SUV,Medsize
California,Extended,Bachelor,2011-01-14,Employed,F,Urban,Married,Personal L3,Four-Door Car,Large
Oregon,Extended,College,2011-02-11,Employed,F,Urban,Married,Personal L3,SUV,Large
Arizona,Extended,College,2011-01-18,Employed,M,Urban,Divorced,Personal L2,Four-Door Car,Medsize
Oregon,Premium,Master,2011-01-06,Employed,F,Suburban,Married,Special L1,Four-Door Car,Medsize
California,Basic,Bachelor,2011-02-26,Employed,F,Rural,Married,Corporate L2,Two-Door Car,Medsize
California,Premium,High School or Below,2011-02-22,Unemployed,M,Suburban,Divorced,Personal L1,Four-Door Car,Medsize
Washington,Basic,High School or Below,2011-02-26,Employed,F,Suburban,Married,Personal L2,Four-Door Car,Small
California,Premium,College,2011-02-28,Unemployed,M,Suburban,Married,Personal L3,Four-Door Car,Large
California,Basic,College,2011-02-16,Employed,M,Suburban,Married,Personal L2,SUV,Small
Oregon,Extended,Master,2011-01-31,Unemployed,M,Suburban,Single,Personal L3,SUV,Small
California,Basic,College,2011-02-18,Employed,F,Suburban,Divorced,Personal L3,SUV,Medsize
Washington,Extended,High School or Below,2011-01-05,Employed,F,Suburban,Single,Personal L1,Four-Door Car,Small
Oregon,Basic,Bachelor,2011-02-15,Employed,F,Urban,Married,Personal L1,Four-Door Car,Medsize
Oregon,Basic,High School or Below,2011-02-26,Other,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
Oregon,Basic,High School or Below,2011-01-20,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Small
Nevada,Basic,College,2011-02-10,Employed,F,Rural,Married,Corporate L2,SUV,Large
Washington,Basic,College,2011-02-01,Other,F,Urban,Single,Corporate L3,Four-Door Car,Medsize
